customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
8863-HVX,Male,0,No,No,65,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,40.1,2615.15,No
4228-IYE,Male,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),38.73,169.0,Yes
4719-JBL,Female,0,No,No,11,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),50.87,577.88,No
3371-KES,Female,1,Yes,No,26,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,18.97,482.01,Yes
3891-LHZ,Female,0,Yes,No,61,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,86.76,5301.3,No
4756-MKG,Female,0,No,No,37,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,45.25,1667.26,No
5225-NNN,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,100.18,2295.06,Yes
1094-OQU,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,54.35,2192.05,No
3674-PTB,Male,0,No,Yes,23,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,66.49,1521.03,No
7898-QWI,Female,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,115.3,1848.97,Yes
1793-RZP,Male,0,No,No,61,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),42.59,2600.32,No
3116-SCW,Male,0,Yes,No,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,90.74,6154.26,No
6779-TFD,Male,0,Yes,No,31,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.14,2932.83,No
7166-UIK,Female,0,No,Yes,53,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,40.46,2152.78,No
1814-VLR,Male,0,No,No,25,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,68.6,1685.21,No
1345-WOY,Female,1,No,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),53.45,2355.96,No
9554-XRF,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,95.83,1138.37,Yes
3443-YUM,Female,0,No,No,9,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,80.81,743.75,No
8783-ZXT,Female,0,No,No,12,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),66.09,771.4,No
1984-AAA,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,96.58,6658.67,Yes
8790-BDH,Female,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,41.88,2266.95,No
1827-CGO,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,93.99,5076.28,Yes
4531-DJV,Male,0,Yes,No,28,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,105.22,2957.6,Yes
8147-EMC,Male,0,No,Yes,56,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),106.55,5944.02,Yes
5451-FPJ,Female,0,No,Yes,69,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,97.01,6718.47,No
4876-GSQ,Male,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,59.26,3444.96,No
6959-HVX,Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,116.92,4931.04,Yes
1126-IYE,Female,1,Yes,No,38,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,56.4,2156.31,No
4177-JBL,Female,0,No,No,68,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),82.43,5605.07,Yes
9795-KES,Female,0,No,No,53,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,34.44,1806.06,No
7024-LHZ,Male,0,Yes,No,33,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),116.79,3845.62,Yes
6109-MKG,Female,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.0,6342.84,Yes
5146-NNN,Male,0,No,Yes,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),93.96,5282.54,No
8196-OQU,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.86,1780.63,No
4368-PTB,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,94.97,4801.2,No
4797-QWI,Male,0,No,No,43,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),96.11,4129.54,No
2792-RZP,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),85.76,1282.08,No
6732-SCW,Male,0,No,Yes,38,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,47.59,1804.67,Yes
4476-TFD,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,67.46,1019.83,Yes
4417-UIK,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,29.35,159.89,No
2645-VLR,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),65.64,3559.41,Yes
4030-WOY,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,42.75,2186.94,No
3872-XRF,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),53.33,506.29,No
4072-YUM,Female,0,No,No,12,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),34.59,409.96,No
2854-ZXT,Male,0,Yes,No,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),41.37,200.04,Yes
5021-AAA,Male,1,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),25.95,472.71,No
5662-BDH,Female,0,Yes,Yes,36,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,110.7,3990.72,No
7514-CGO,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),71.56,1794.39,No
6031-DJV,Female,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),58.12,2098.55,No
3708-EMC,Female,0,Yes,No,67,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),72.02,4789.59,No
8112-FPJ,Male,0,Yes,No,9,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,81.39,728.92,Yes
9393-GSQ,Female,0,No,Yes,61,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),110.9,6764.33,No
4507-HVX,Female,1,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,36.21,1938.35,Yes
7456-IYE,Female,0,No,Yes,18,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,47.95,863.82,Yes
5212-JBL,Female,0,Yes,No,43,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),116.32,4977.06,Yes
8970-KES,Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,55.55,1950.7,Yes
9766-LHZ,Female,0,No,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),20.52,1280.7,No
1536-MKG,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,33.09,,Yes
2625-NNN,Female,0,Yes,Yes,41,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.9,844.39,No
8973-OQU,Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,117.74,5306.44,Yes
9577-PTB,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.28,2332.88,No
9070-QWI,Female,1,No,No,28,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,111.07,3117.2,No
9666-RZP,Male,0,Yes,No,42,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),118.34,4979.76,No
9609-SCW,Male,0,No,No,69,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),78.53,5425.67,No
7490-TFD,Female,0,No,No,1,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,21.59,23.11,No
4600-UIK,Male,0,No,No,39,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,26.45,1042.0,No
7783-VLR,Male,1,No,No,17,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),66.65,1096.77,Yes
5971-WOY,Male,0,No,Yes,35,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),59.07,2069.12,No
2205-XRF,Male,0,No,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.17,3626.15,No
2990-YUM,Male,0,Yes,Yes,42,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),62.35,2636.14,No
6299-ZXT,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,112.12,4370.47,No
4572-AAA,Male,0,No,Yes,49,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,71.99,3527.97,No
6975-BDH,Male,0,No,Yes,62,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,87.97,5431.56,No
7320-CGO,Female,0,Yes,No,38,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,108.35,4132.55,Yes
5380-DJV,Female,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),33.01,768.64,No
5757-EMC,Male,0,No,No,22,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,41.34,917.83,Yes
3713-FPJ,Female,0,No,Yes,4,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),29.04,103.96,No
6588-GSQ,Male,0,No,No,49,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),32.28,1570.12,No
1966-HVX,Male,0,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.76,4119.19,No
5944-IYE,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),50.53,3425.62,No
4432-JBL,Male,0,No,Yes,71,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,60.78,4321.9,No
1688-KES,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),116.99,201.57,Yes
5243-LHZ,Male,0,No,Yes,49,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.0,1658.69,Yes
4701-MKG,Male,0,No,No,31,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,72.6,2277.55,Yes
9533-NNN,Female,0,Yes,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),28.19,1134.19,No
6182-OQU,Male,1,Yes,No,48,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.26,2414.98,No
7704-PTB,Male,0,No,No,51,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.27,3664.55,Yes
5422-QWI,Male,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),113.39,4840.73,No
2759-RZP,Female,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),57.57,3154.12,Yes
3482-SCW,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,24.77,1207.71,No
9058-TFD,Female,0,Yes,No,57,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),57.26,3276.7,No
1951-UIK,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.9,506.63,No
9914-VLR,Male,1,Yes,No,27,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),41.36,1103.73,No
3079-WOY,Male,0,No,No,68,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.37,5480.13,Yes
3717-XRF,Female,1,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.03,1595.87,No
5524-YUM,Male,0,Yes,No,30,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Electronic check,64.95,1966.67,No
9477-ZXT,Female,0,Yes,No,36,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,79.5,2846.51,Yes
8311-AAA,Female,1,No,Yes,67,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,60.65,4061.7,Yes
8186-BDH,Male,0,Yes,No,49,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,20.17,980.98,No
3065-CGO,Male,0,No,No,55,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),117.29,6466.79,No
1768-DJV,Female,0,No,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,55.15,3080.56,No
6490-EMC,Female,0,No,Yes,68,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,96.5,6561.36,No
7645-FPJ,Female,0,Yes,No,44,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),50.98,2250.72,No
6083-GSQ,Female,0,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,65.99,2053.87,Yes
6232-HVX,Male,0,Yes,No,58,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,57.29,3336.12,No
6797-IYE,Male,0,No,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),52.68,2795.21,No
5926-JBL,Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,20.45,464.08,Yes
7016-KES,Male,0,Yes,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,54.43,1518.79,Yes
4335-LHZ,Male,0,Yes,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,107.64,1722.63,No
